electoral_division,state,gender,age,age_lower,age_upper,eligible,participant
Wide Bay,Queensland Divisions,male,50-54,50,54,"4,396","3,407"
Wide Bay,Queensland Divisions,male,55-59,55,59,"5,060","4,066"
Wide Bay,Queensland Divisions,male,60-64,60,64,"5,313","4,499"
Wide Bay,Queensland Divisions,male,65-69,65,69,"5,510","4,847"
Wide Bay,Queensland Divisions,male,70-74,70,74,"4,649","4,161"
Wide Bay,Queensland Divisions,male,75-79,75,79,"3,009","2,702"
Wide Bay,Queensland Divisions,male,80-84,80,84,"1,665","1,479"
Wide Bay,Queensland Divisions,male,85+,85,125,"1,255","1,079"
Wright,Queensland Divisions,female,18-19,18,19,"1,569","1,240"
Wright,Queensland Divisions,female,20-24,20,24,"4,089","2,900"
Wright,Queensland Divisions,female,25-29,25,29,"3,667","2,662"
Wright,Queensland Divisions,female,30-34,30,34,"3,975","2,922"
Wright,Queensland Divisions,female,35-39,35,39,"4,377","3,240"
Wright,Queensland Divisions,female,40-44,40,44,"4,973","3,828"
Wright,Queensland Divisions,female,45-49,45,49,"5,455","4,371"
Wright,Queensland Divisions,female,50-54,50,54,"5,120","4,235"
Wright,Queensland Divisions,female,55-59,55,59,"4,948","4,230"
Wright,Queensland Divisions,female,60-64,60,64,"4,256","3,756"
Wright,Queensland Divisions,female,65-69,65,69,"3,958","3,595"
Wright,Queensland Divisions,female,70-74,70,74,"2,944","2,651"
Wright,Queensland Divisions,female,75-79,75,79,"1,807","1,605"
Wright,Queensland Divisions,female,80-84,80,84,"1,074",935
Wright,Queensland Divisions,female,85+,85,125,"1,008",818
Wright,Queensland Divisions,male,18-19,18,19,"1,363",979
Wright,Queensland Divisions,male,20-24,20,24,"3,822","2,547"
Wright,Queensland Divisions,male,25-29,25,29,"3,376","2,227"
Wright,Queensland Divisions,male,30-34,30,34,"3,622","2,404"
Wright,Queensland Divisions,male,35-39,35,39,"4,107","2,834"
Wright,Queensland Divisions,male,40-44,40,44,"4,612","3,288"
Wright,Queensland Divisions,male,45-49,45,49,"5,210","3,896"
Wright,Queensland Divisions,male,50-54,50,54,"4,961","3,905"
Wright,Queensland Divisions,male,55-59,55,59,"4,911","4,056"
Wright,Queensland Divisions,male,60-64,60,64,"4,253","3,658"
Wright,Queensland Divisions,male,65-69,65,69,"4,030","3,545"
Wright,Queensland Divisions,male,70-74,70,74,"3,285","2,927"
Wright,Queensland Divisions,male,75-79,75,79,"1,930","1,727"
Wright,Queensland Divisions,male,80-84,80,84,"1,074",943
Wright,Queensland Divisions,male,85+,85,125,731,621
Adelaide,South Australia Divisions,female,18-19,18,19,"1,341","1,120"
Adelaide,South Australia Divisions,female,20-24,20,24,"4,620","3,750"
Adelaide,South Australia Divisions,female,25-29,25,29,"4,897","4,004"
Adelaide,South Australia Divisions,female,30-34,30,34,"4,784","3,820"
Adelaide,South Australia Divisions,female,35-39,35,39,"4,319","3,411"
Adelaide,South Australia Divisions,female,40-44,40,44,"4,310","3,472"
Adelaide,South Australia Divisions,female,45-49,45,49,"4,579","3,728"
Adelaide,South Australia Divisions,female,50-54,50,54,"4,475","3,791"
Adelaide,South Australia Divisions,female,55-59,55,59,"4,622","4,033"
Adelaide,South Australia Divisions,female,60-64,60,64,"4,342","3,879"
Adelaide,South Australia Divisions,female,65-69,65,69,"3,970","3,602"
Adelaide,South Australia Divisions,female,70-74,70,74,"3,009","2,716"
Adelaide,South Australia Divisions,female,75-79,75,79,"2,156","1,908"
Adelaide,South Australia Divisions,female,80-84,80,84,"1,673","1,423"
Adelaide,South Australia Divisions,female,85+,85,125,"2,390","1,838"
Adelaide,South Australia Divisions,male,18-19,18,19,"1,211",949
Adelaide,South Australia Divisions,male,20-24,20,24,"4,467","3,224"
Adelaide,South Australia Divisions,male,25-29,25,29,"5,290","3,870"
Adelaide,South Australia Divisions,male,30-34,30,34,"5,114","3,737"
Adelaide,South Australia Divisions,male,35-39,35,39,"4,593","3,329"
Adelaide,South Australia Divisions,male,40-44,40,44,"4,433","3,296"
Adelaide,South Australia Divisions,male,45-49,45,49,"4,593","3,534"
Adelaide,South Australia Divisions,male,50-54,50,54,"4,359","3,428"
Adelaide,South Australia Divisions,male,55-59,55,59,"4,443","3,687"
Adelaide,South Australia Divisions,male,60-64,60,64,"4,073","3,535"
Adelaide,South Australia Divisions,male,65-69,65,69,"3,594","3,181"
Adelaide,South Australia Divisions,male,70-74,70,74,"2,716","2,439"
Adelaide,South Australia Divisions,male,75-79,75,79,"1,777","1,583"
Adelaide,South Australia Divisions,male,80-84,80,84,"1,235","1,070"
Adelaide,South Australia Divisions,male,85+,85,125,"1,323","1,065"
Barker,South Australia Divisions,female,18-19,18,19,"1,166",912
Barker,South Australia Divisions,female,20-24,20,24,"3,198","2,190"
Barker,South Australia Divisions,female,25-29,25,29,"3,232","2,159"
Barker,South Australia Divisions,female,30-34,30,34,"3,392","2,296"
Barker,South Australia Divisions,female,35-39,35,39,"3,564","2,449"
Barker,South Australia Divisions,female,40-44,40,44,"3,885","2,766"
Barker,South Australia Divisions,female,45-49,45,49,"4,569","3,508"
Barker,South Australia Divisions,female,50-54,50,54,"4,727","3,821"
Barker,South Australia Divisions,female,55-59,55,59,"5,180","4,311"
Barker,South Australia Divisions,female,60-64,60,64,"4,849","4,228"
Barker,South Australia Divisions,female,65-69,65,69,"4,633","4,104"
Barker,South Australia Divisions,female,70-74,70,74,"3,927","3,544"
Barker,South Australia Divisions,female,75-79,75,79,"2,760","2,486"
Barker,South Australia Divisions,female,80-84,80,84,"2,044","1,773"
Barker,South Australia Divisions,female,85+,85,125,"2,264","1,765"
Barker,South Australia Divisions,male,18-19,18,19,991,700
Barker,South Australia Divisions,male,20-24,20,24,"3,296","1,914"
Barker,South Australia Divisions,male,25-29,25,29,"3,342","1,916"
Barker,South Australia Divisions,male,30-34,30,34,"3,333","1,992"
Barker,South Australia Divisions,male,35-39,35,39,"3,448","2,141"
Barker,South Australia Divisions,male,40-44,40,44,"3,712","2,403"
Barker,South Australia Divisions,male,45-49,45,49,"4,571","3,226"
Barker,South Australia Divisions,male,50-54,50,54,"4,683","3,473"
Barker,South Australia Divisions,male,55-59,55,59,"5,103","4,074"
Barker,South Australia Divisions,male,60-64,60,64,"4,971","4,202"
Barker,South Australia Divisions,male,65-69,65,69,"4,827","4,233"
Barker,South Australia Divisions,male,70-74,70,74,"3,889","3,500"
Barker,South Australia Divisions,male,75-79,75,79,"2,618","2,345"
Barker,South Australia Divisions,male,80-84,80,84,"1,721","1,517"
Barker,South Australia Divisions,male,85+,85,125,"1,402","1,176"
Boothby,South Australia Divisions,female,18-19,18,19,"1,513","1,278"
Boothby,South Australia Divisions,female,20-24,20,24,"4,225","3,507"
Boothby,South Australia Divisions,female,25-29,25,29,"3,573","2,934"
Boothby,South Australia Divisions,female,30-34,30,34,"3,708","3,028"
Boothby,South Australia Divisions,female,35-39,35,39,"4,022","3,292"
Boothby,South Australia Divisions,female,40-44,40,44,"4,180","3,490"
Boothby,South Australia Divisions,female,45-49,45,49,"4,661","3,992"
Boothby,South Australia Divisions,female,50-54,50,54,"4,739","4,148"
Boothby,South Australia Divisions,female,55-59,55,59,"4,854","4,334"
Boothby,South Australia Divisions,female,60-64,60,64,"4,629","4,139"
Boothby,South Australia Divisions,female,65-69,65,69,"4,428","4,075"
Boothby,South Australia Divisions,female,70-74,70,74,"3,577","3,295"
Boothby,South Australia Divisions,female,75-79,75,79,"2,613","2,365"
Boothby,South Australia Divisions,female,80-84,80,84,"1,921","1,711"
Boothby,South Australia Divisions,female,85+,85,125,"2,850","2,309"
Boothby,South Australia Divisions,male,18-19,18,19,"1,377","1,107"
Boothby,South Australia Divisions,male,20-24,20,24,"4,261","3,190"
Boothby,South Australia Divisions,male,25-29,25,29,"3,833","2,810"
Boothby,South Australia Divisions,male,30-34,30,34,"3,623","2,708"
Boothby,South Australia Divisions,male,35-39,35,39,"3,717","2,819"
Boothby,South Australia Divisions,male,40-44,40,44,"4,209","3,268"
Boothby,South Australia Divisions,male,45-49,45,49,"4,336","3,469"
Boothby,South Australia Divisions,male,50-54,50,54,"4,238","3,465"
Boothby,South Australia Divisions,male,55-59,55,59,"4,521","3,845"
Boothby,South Australia Divisions,male,60-64,60,64,"4,139","3,653"
Boothby,South Australia Divisions,male,65-69,65,69,"4,018","3,639"
Boothby,South Australia Divisions,male,70-74,70,74,"3,290","3,024"
Boothby,South Australia Divisions,male,75-79,75,79,"2,144","1,972"
Boothby,South Australia Divisions,male,80-84,80,84,"1,529","1,366"
Boothby,South Australia Divisions,male,85+,85,125,"1,694","1,452"
Grey,South Australia Divisions,female,18-19,18,19,936,704
Grey,South Australia Divisions,female,20-24,20,24,"3,032","1,929"
Grey,South Australia Divisions,female,25-29,25,29,"3,497","2,293"
Grey,South Australia Divisions,female,30-34,30,34,"3,462","2,250"
Grey,South Australia Divisions,female,35-39,35,39,"3,345","2,179"
Grey,South Australia Divisions,female,40-44,40,44,"3,565","2,488"
Grey,South Australia Divisions,female,45-49,45,49,"4,400","3,229"
Grey,South Australia Divisions,female,50-54,50,54,"4,365","3,339"
Grey,South Australia Divisions,female,55-59,55,59,"4,973","4,099"
Grey,South Australia Divisions,female,60-64,60,64,"4,666","4,030"
Grey,South Australia Divisions,female,65-69,65,69,"4,392","3,885"
Grey,South Australia Divisions,female,70-74,70,74,"3,834","3,447"
Grey,South Australia Divisions,female,75-79,75,79,"2,683","2,381"
Grey,South Australia Divisions,female,80-84,80,84,"1,810","1,571"
Grey,South Australia Divisions,female,85+,85,125,"2,060","1,574"
Grey,South Australia Divisions,male,18-19,18,19,836,562
Grey,South Australia Divisions,male,20-24,20,24,"3,223","1,786"
Grey,South Australia Divisions,male,25-29,25,29,"3,359","1,863"
Grey,South Australia Divisions,male,30-34,30,34,"3,348","1,964"
Grey,South Australia Divisions,male,35-39,35,39,"3,330","1,966"
Grey,South Australia Divisions,male,40-44,40,44,"3,516","2,205"
Grey,South Australia Divisions,male,45-49,45,49,"4,282","2,856"
Grey,South Australia Divisions,male,50-54,50,54,"4,611","3,334"
Grey,South Australia Divisions,male,55-59,55,59,"5,151","4,006"
Grey,South Australia Divisions,male,60-64,60,64,"4,947","4,126"
Grey,South Australia Divisions,male,65-69,65,69,"4,565","4,009"
Grey,South Australia Divisions,male,70-74,70,74,"3,880","3,476"
Grey,South Australia Divisions,male,75-79,75,79,"2,673","2,405"
Grey,South Australia Divisions,male,80-84,80,84,"1,652","1,459"
Grey,South Australia Divisions,male,85+,85,125,"1,294","1,072"
Hindmarsh,South Australia Divisions,female,18-19,18,19,"1,345","1,135"
Hindmarsh,South Australia Divisions,female,20-24,20,24,"4,431","3,503"
Hindmarsh,South Australia Divisions,female,25-29,25,29,"4,267","3,460"
Hindmarsh,South Australia Divisions,female,30-34,30,34,"4,294","3,399"
Hindmarsh,South Australia Divisions,female,35-39,35,39,"4,019","3,153"
Hindmarsh,South Australia Divisions,female,40-44,40,44,"4,164","3,376"
Hindmarsh,South Australia Divisions,female,45-49,45,49,"4,615","3,815"
Hindmarsh,South Australia Divisions,female,50-54,50,54,"4,597","3,895"
Hindmarsh,South Australia Divisions,female,55-59,55,59,"4,833","4,187"
Hindmarsh,South Australia Divisions,female,60-64,60,64,"4,590","4,077"
Hindmarsh,South Australia Divisions,female,65-69,65,69,"4,347","3,906"
Hindmarsh,South Australia Divisions,female,70-74,70,74,"3,733","3,399"
Hindmarsh,South Australia Divisions,female,75-79,75,79,"2,907","2,596"
Hindmarsh,South Australia Divisions,female,80-84,80,84,"2,428","2,101"
Hindmarsh,South Australia Divisions,female,85+,85,125,"3,409","2,707"
Hindmarsh,South Australia Divisions,male,18-19,18,19,"1,163",907
Hindmarsh,South Australia Divisions,male,20-24,20,24,"4,266","3,101"
Hindmarsh,South Australia Divisions,male,25-29,25,29,"4,455","3,090"
Hindmarsh,South Australia Divisions,male,30-34,30,34,"4,270","2,996"
Hindmarsh,South Australia Divisions,male,35-39,35,39,"4,121","2,974"
Hindmarsh,South Australia Divisions,male,40-44,40,44,"4,048","3,008"
Hindmarsh,South Australia Divisions,male,45-49,45,49,"4,576","3,497"
Hindmarsh,South Australia Divisions,male,50-54,50,54,"4,504","3,569"
Hindmarsh,South Australia Divisions,male,55-59,55,59,"4,536","3,743"
Hindmarsh,South Australia Divisions,male,60-64,60,64,"4,011","3,468"
Hindmarsh,South Australia Divisions,male,65-69,65,69,"3,786","3,351"
Hindmarsh,South Australia Divisions,male,70-74,70,74,"3,333","3,011"
Hindmarsh,South Australia Divisions,male,75-79,75,79,"2,250","2,042"
Hindmarsh,South Australia Divisions,male,80-84,80,84,"1,946","1,744"
Hindmarsh,South Australia Divisions,male,85+,85,125,"1,937","1,629"
Kingston,South Australia Divisions,female,18-19,18,19,"1,397","1,159"
Kingston,South Australia Divisions,female,20-24,20,24,"4,261","3,252"
Kingston,South Australia Divisions,female,25-29,25,29,"4,437","3,475"
Kingston,South Australia Divisions,female,30-34,30,34,"4,878","3,759"
Kingston,South Australia Divisions,female,35-39,35,39,"4,366","3,414"
Kingston,South Australia Divisions,female,40-44,40,44,"4,341","3,445"
Kingston,South Australia Divisions,female,45-49,45,49,"4,478","3,691"
Kingston,South Australia Divisions,female,50-54,50,54,"4,535","3,831"
Kingston,South Australia Divisions,female,55-59,55,59,"4,738","4,132"
Kingston,South Australia Divisions,female,60-64,60,64,"4,693","4,210"
Kingston,South Australia Divisions,female,65-69,65,69,"4,404","4,024"
Kingston,South Australia Divisions,female,70-74,70,74,"3,288","2,999"
Kingston,South Australia Divisions,female,75-79,75,79,"2,090","1,859"
Kingston,South Australia Divisions,female,80-84,80,84,"1,432","1,231"
Kingston,South Australia Divisions,female,85+,85,125,"1,529","1,194"
Kingston,South Australia Divisions,male,18-19,18,19,"1,302","1,000"
Kingston,South Australia Divisions,male,20-24,20,24,"4,248","2,910"
Kingston,South Australia Divisions,male,25-29,25,29,"4,462","3,077"
Kingston,South Australia Divisions,male,30-34,30,34,"4,733","3,348"
Kingston,South Australia Divisions,male,35-39,35,39,"4,258","3,028"
Kingston,South Australia Divisions,male,40-44,40,44,"4,400","3,127"
Kingston,South Australia Divisions,male,45-49,45,49,"4,501","3,302"
Kingston,South Australia Divisions,male,50-54,50,54,"4,114","3,265"
Kingston,South Australia Divisions,male,55-59,55,59,"4,270","3,584"
Kingston,South Australia Divisions,male,60-64,60,64,"4,063","3,545"
Kingston,South Australia Divisions,male,65-69,65,69,"3,931","3,526"
Kingston,South Australia Divisions,male,70-74,70,74,"3,088","2,800"
Kingston,South Australia Divisions,male,75-79,75,79,"1,903","1,699"
Kingston,South Australia Divisions,male,80-84,80,84,"1,160","1,027"
Kingston,South Australia Divisions,male,85+,85,125,"1,022",849
Makin,South Australia Divisions,female,18-19,18,19,"1,384","1,132"
Makin,South Australia Divisions,female,20-24,20,24,"4,148","3,153"
Makin,South Australia Divisions,female,25-29,25,29,"4,110","3,112"
Makin,South Australia Divisions,female,30-34,30,34,"4,440","3,299"
Makin,South Australia Divisions,female,35-39,35,39,"4,314","3,268"
Makin,South Australia Divisions,female,40-44,40,44,"4,395","3,396"
Makin,South Australia Divisions,female,45-49,45,49,"4,754","3,794"
Makin,South Australia Divisions,female,50-54,50,54,"4,572","3,819"
Makin,South Australia Divisions,female,55-59,55,59,"4,598","3,928"
Makin,South Australia Divisions,female,60-64,60,64,"4,298","3,794"
Makin,South Australia Divisions,female,65-69,65,69,"4,176","3,774"
Makin,South Australia Divisions,female,70-74,70,74,"3,569","3,259"
Makin,South Australia Divisions,female,75-79,75,79,"2,429","2,164"
Makin,South Australia Divisions,female,80-84,80,84,"1,630","1,442"
Makin,South Australia Divisions,female,85+,85,125,"1,602","1,262"
Makin,South Australia Divisions,male,18-19,18,19,"1,348","1,000"
Makin,South Australia Divisions,male,20-24,20,24,"4,318","2,986"
Makin,South Australia Divisions,male,25-29,25,29,"4,173","2,814"
Makin,South Australia Divisions,male,30-34,30,34,"4,467","2,954"
Makin,South Australia Divisions,male,35-39,35,39,"4,507","3,114"
Makin,South Australia Divisions,male,40-44,40,44,"4,425","3,137"
Makin,South Australia Divisions,male,45-49,45,49,"4,670","3,454"
Makin,South Australia Divisions,male,50-54,50,54,"4,436","3,459"
Makin,South Australia Divisions,male,55-59,55,59,"4,205","3,437"
Makin,South Australia Divisions,male,60-64,60,64,"3,789","3,277"
Makin,South Australia Divisions,male,65-69,65,69,"3,699","3,307"
Makin,South Australia Divisions,male,70-74,70,74,"3,099","2,810"
Makin,South Australia Divisions,male,75-79,75,79,"2,160","1,953"
Makin,South Australia Divisions,male,80-84,80,84,"1,352","1,210"
Makin,South Australia Divisions,male,85+,85,125,"1,134",942
Mayo,South Australia Divisions,female,18-19,18,19,"1,282","1,112"
Mayo,South Australia Divisions,female,20-24,20,24,"3,112","2,514"
Mayo,South Australia Divisions,female,25-29,25,29,"2,759","2,184"
Mayo,South Australia Divisions,female,30-34,30,34,"3,085","2,451"
Mayo,South Australia Divisions,female,35-39,35,39,"3,420","2,735"
Mayo,South Australia Divisions,female,40-44,40,44,"4,158","3,386"
Mayo,South Australia Divisions,female,45-49,45,49,"4,857","4,037"
Mayo,South Australia Divisions,female,50-54,50,54,"4,649","3,954"
Mayo,South Australia Divisions,female,55-59,55,59,"5,244","4,579"
Mayo,South Australia Divisions,female,60-64,60,64,"5,290","4,774"
Mayo,South Australia Divisions,female,65-69,65,69,"5,376","4,926"
Mayo,South Australia Divisions,female,70-74,70,74,"4,392","4,025"
Mayo,South Australia Divisions,female,75-79,75,79,"2,769","2,529"
Mayo,South Australia Divisions,female,80-84,80,84,"1,793","1,573"
Mayo,South Australia Divisions,female,85+,85,125,"1,987","1,569"
Mayo,South Australia Divisions,male,18-19,18,19,"1,113",883
Mayo,South Australia Divisions,male,20-24,20,24,"3,231","2,375"
Mayo,South Australia Divisions,male,25-29,25,29,"2,828","2,063"
Mayo,South Australia Divisions,male,30-34,30,34,"2,827","2,078"
Mayo,South Australia Divisions,male,35-39,35,39,"3,149","2,328"
Mayo,South Australia Divisions,male,40-44,40,44,"3,665","2,700"
Mayo,South Australia Divisions,male,45-49,45,49,"4,575","3,516"
Mayo,South Australia Divisions,male,50-54,50,54,"4,453","3,512"
Mayo,South Australia Divisions,male,55-59,55,59,"4,940","4,149"
Mayo,South Australia Divisions,male,60-64,60,64,"4,897","4,256"
Mayo,South Australia Divisions,male,65-69,65,69,"5,051","4,567"
Mayo,South Australia Divisions,male,70-74,70,74,"4,345","3,991"
Mayo,South Australia Divisions,male,75-79,75,79,"2,688","2,452"
Mayo,South Australia Divisions,male,80-84,80,84,"1,702","1,537"
Mayo,South Australia Divisions,male,85+,85,125,"1,393","1,182"
Port Adelaide,South Australia Divisions,female,18-19,18,19,"1,454","1,154"
Port Adelaide,South Australia Divisions,female,20-24,20,24,"4,776","3,528"
Port Adelaide,South Australia Divisions,female,25-29,25,29,"4,836","3,554"
Port Adelaide,South Australia Divisions,female,30-34,30,34,"5,216","3,781"
Port Adelaide,South Australia Divisions,female,35-39,35,39,"4,758","3,497"
Port Adelaide,South Australia Divisions,female,40-44,40,44,"4,605","3,490"
Port Adelaide,South Australia Divisions,female,45-49,45,49,"5,183","4,042"
Port Adelaide,South Australia Divisions,female,50-54,50,54,"5,147","4,147"
Port Adelaide,South Australia Divisions,female,55-59,55,59,"5,202","4,299"
Port Adelaide,South Australia Divisions,female,60-64,60,64,"4,519","3,824"
Port Adelaide,South Australia Divisions,female,65-69,65,69,"3,699","3,192"
Port Adelaide,South Australia Divisions,female,70-74,70,74,"2,850","2,499"
Port Adelaide,South Australia Divisions,female,75-79,75,79,"2,191","1,907"
Port Adelaide,South Australia Divisions,female,80-84,80,84,"1,758","1,454"
Port Adelaide,South Australia Divisions,female,85+,85,125,"1,921","1,433"
Port Adelaide,South Australia Divisions,male,18-19,18,19,"1,368",986
Port Adelaide,South Australia Divisions,male,20-24,20,24,"4,802","3,135"
Port Adelaide,South Australia Divisions,male,25-29,25,29,"5,013","3,292"
Port Adelaide,South Australia Divisions,male,30-34,30,34,"5,198","3,383"
Port Adelaide,South Australia Divisions,male,35-39,35,39,"4,875","3,233"
Port Adelaide,South Australia Divisions,male,40-44,40,44,"4,627","3,139"
Port Adelaide,South Australia Divisions,male,45-49,45,49,"5,184","3,731"
Port Adelaide,South Australia Divisions,male,50-54,50,54,"5,117","3,886"
Port Adelaide,South Australia Divisions,male,55-59,55,59,"5,110","4,009"
Port Adelaide,South Australia Divisions,male,60-64,60,64,"4,233","3,531"
Port Adelaide,South Australia Divisions,male,65-69,65,69,"3,551","3,019"
Port Adelaide,South Australia Divisions,male,70-74,70,74,"2,574","2,244"
Port Adelaide,South Australia Divisions,male,75-79,75,79,"1,732","1,490"
Port Adelaide,South Australia Divisions,male,80-84,80,84,"1,297","1,096"
Port Adelaide,South Australia Divisions,male,85+,85,125,"1,194",962
Sturt,South Australia Divisions,female,18-19,18,19,"1,382","1,162"
Sturt,South Australia Divisions,female,20-24,20,24,"3,726","3,037"
Sturt,South Australia Divisions,female,25-29,25,29,"3,495","2,738"
Sturt,South Australia Divisions,female,30-34,30,34,"3,679","2,810"
Sturt,South Australia Divisions,female,35-39,35,39,"3,844","2,969"
Sturt,South Australia Divisions,female,40-44,40,44,"4,042","3,174"
Sturt,South Australia Divisions,female,45-49,45,49,"4,807","3,865"
Sturt,South Australia Divisions,female,50-54,50,54,"4,449","3,726"
Sturt,South Australia Divisions,female,55-59,55,59,"4,451","3,834"
Sturt,South Australia Divisions,female,60-64,60,64,"4,147","3,685"
Sturt,South Australia Divisions,female,65-69,65,69,"4,084","3,667"
Sturt,South Australia Divisions,female,70-74,70,74,"3,843","3,502"
Sturt,South Australia Divisions,female,75-79,75,79,"2,978","2,653"
Sturt,South Australia Divisions,female,80-84,80,84,"2,297","1,969"
Sturt,South Australia Divisions,female,85+,85,125,"3,096","2,436"
Sturt,South Australia Divisions,male,18-19,18,19,"1,277",988
Sturt,South Australia Divisions,male,20-24,20,24,"3,870","2,873"
Sturt,South Australia Divisions,male,25-29,25,29,"3,707","2,621"
Sturt,South Australia Divisions,male,30-34,30,34,"3,651","2,558"
Sturt,South Australia Divisions,male,35-39,35,39,"3,702","2,610"
Sturt,South Australia Divisions,male,40-44,40,44,"4,016","2,965"
Sturt,South Australia Divisions,male,45-49,45,49,"4,472","3,438"
Sturt,South Australia Divisions,male,50-54,50,54,"4,279","3,334"
Sturt,South Australia Divisions,male,55-59,55,59,"4,081","3,391"
Sturt,South Australia Divisions,male,60-64,60,64,"3,537","3,040"
Sturt,South Australia Divisions,male,65-69,65,69,"3,297","2,957"
Sturt,South Australia Divisions,male,70-74,70,74,"3,129","2,837"
Sturt,South Australia Divisions,male,75-79,75,79,"2,394","2,181"
Sturt,South Australia Divisions,male,80-84,80,84,"1,765","1,578"
Sturt,South Australia Divisions,male,85+,85,125,"1,793","1,486"
Wakefield,South Australia Divisions,female,18-19,18,19,"1,594","1,261"
Wakefield,South Australia Divisions,female,20-24,20,24,"5,047","3,511"
Wakefield,South Australia Divisions,female,25-29,25,29,"5,072","3,514"
Wakefield,South Australia Divisions,female,30-34,30,34,"5,228","3,634"
Wakefield,South Australia Divisions,female,35-39,35,39,"4,330","3,107"
Wakefield,South Australia Divisions,female,40-44,40,44,"4,407","3,262"
Wakefield,South Australia Divisions,female,45-49,45,49,"4,976","3,855"
Wakefield,South Australia Divisions,female,50-54,50,54,"5,083","4,130"
Wakefield,South Australia Divisions,female,55-59,55,59,"5,034","4,186"
Wakefield,South Australia Divisions,female,60-64,60,64,"4,318","3,686"
Wakefield,South Australia Divisions,female,65-69,65,69,"3,697","3,275"
Wakefield,South Australia Divisions,female,70-74,70,74,"3,105","2,767"
Wakefield,South Australia Divisions,female,75-79,75,79,"2,292","2,028"
Wakefield,South Australia Divisions,female,80-84,80,84,"1,750","1,492"
Wakefield,South Australia Divisions,female,85+,85,125,"1,752","1,365"
Wakefield,South Australia Divisions,male,18-19,18,19,"1,339",965
Wakefield,South Australia Divisions,male,20-24,20,24,"5,046","3,139"
Wakefield,South Australia Divisions,male,25-29,25,29,"4,988","2,997"
Wakefield,South Australia Divisions,male,30-34,30,34,"5,138","3,224"
Wakefield,South Australia Divisions,male,35-39,35,39,"4,372","2,782"
Wakefield,South Australia Divisions,male,40-44,40,44,"4,391","2,957"
Wakefield,South Australia Divisions,male,45-49,45,49,"4,940","3,497"
Wakefield,South Australia Divisions,male,50-54,50,54,"5,035","3,857"
Wakefield,South Australia Divisions,male,55-59,55,59,"5,049","4,066"
Wakefield,South Australia Divisions,male,60-64,60,64,"4,290","3,571"
Wakefield,South Australia Divisions,male,65-69,65,69,"3,615","3,148"
Wakefield,South Australia Divisions,male,70-74,70,74,"2,811","2,458"
Wakefield,South Australia Divisions,male,75-79,75,79,"2,001","1,777"
Wakefield,South Australia Divisions,male,80-84,80,84,"1,440","1,281"
Wakefield,South Australia Divisions,male,85+,85,125,"1,119",909
Bass,Tasmania Divisions,female,18-19,18,19,946,760
Bass,Tasmania Divisions,female,20-24,20,24,"2,974","2,156"
Bass,Tasmania Divisions,female,25-29,25,29,"2,749","1,968"
Bass,Tasmania Divisions,female,30-34,30,34,"2,699","1,986"
Bass,Tasmania Divisions,female,35-39,35,39,"2,715","2,070"
Bass,Tasmania Divisions,female,40-44,40,44,"2,870","2,172"
Bass,Tasmania Divisions,female,45-49,45,49,"3,335","2,659"
Bass,Tasmania Divisions,female,50-54,50,54,"3,275","2,681"
Bass,Tasmania Divisions,female,55-59,55,59,"3,459","2,963"
Bass,Tasmania Divisions,female,60-64,60,64,"3,222","2,844"
Bass,Tasmania Divisions,female,65-69,65,69,"2,974","2,702"
Bass,Tasmania Divisions,female,70-74,70,74,"2,521","2,265"
Bass,Tasmania Divisions,female,75-79,75,79,"1,856","1,671"
Bass,Tasmania Divisions,female,80-84,80,84,"1,350","1,187"
Bass,Tasmania Divisions,female,85+,85,125,"1,466","1,176"
Bass,Tasmania Divisions,male,18-19,18,19,"1,008",727
Bass,Tasmania Divisions,male,20-24,20,24,"3,144","2,028"
Bass,Tasmania Divisions,male,25-29,25,29,"2,745","1,750"
Bass,Tasmania Divisions,male,30-34,30,34,"2,592","1,742"
Bass,Tasmania Divisions,male,35-39,35,39,"2,553","1,755"
Bass,Tasmania Divisions,male,40-44,40,44,"2,639","1,845"
Bass,Tasmania Divisions,male,45-49,45,49,"3,089","2,284"
Bass,Tasmania Divisions,male,50-54,50,54,"3,042","2,347"
Bass,Tasmania Divisions,male,55-59,55,59,"3,281","2,710"
Bass,Tasmania Divisions,male,60-64,60,64,"2,948","2,542"
Bass,Tasmania Divisions,male,65-69,65,69,"2,765","2,432"
Bass,Tasmania Divisions,male,70-74,70,74,"2,360","2,117"
Bass,Tasmania Divisions,male,75-79,75,79,"1,550","1,405"
Bass,Tasmania Divisions,male,80-84,80,84,993,880
Bass,Tasmania Divisions,male,85+,85,125,853,734
Braddon,Tasmania Divisions,female,18-19,18,19,940,717
Braddon,Tasmania Divisions,female,20-24,20,24,"2,605","1,638"
Braddon,Tasmania Divisions,female,25-29,25,29,"2,510","1,611"
Braddon,Tasmania Divisions,female,30-34,30,34,"2,456","1,648"
Braddon,Tasmania Divisions,female,35-39,35,39,"2,544","1,709"
Braddon,Tasmania Divisions,female,40-44,40,44,"2,690","1,905"
Braddon,Tasmania Divisions,female,45-49,45,49,"3,302","2,519"
Braddon,Tasmania Divisions,female,50-54,50,54,"3,289","2,604"
Braddon,Tasmania Divisions,female,55-59,55,59,"3,599","3,040"
Braddon,Tasmania Divisions,female,60-64,60,64,"3,409","2,943"
Braddon,Tasmania Divisions,female,65-69,65,69,"3,162","2,809"
Braddon,Tasmania Divisions,female,70-74,70,74,"2,639","2,354"
