electoral_division,state,gender,age,age_lower,age_upper,eligible,participant
Braddon,Tasmania Divisions,female,75-79,75,79,"1,895","1,687"
Braddon,Tasmania Divisions,female,80-84,80,84,"1,414","1,225"
Braddon,Tasmania Divisions,female,85+,85,125,"1,369","1,073"
Braddon,Tasmania Divisions,male,18-19,18,19,868,607
Braddon,Tasmania Divisions,male,20-24,20,24,"2,692","1,564"
Braddon,Tasmania Divisions,male,25-29,25,29,"2,437","1,393"
Braddon,Tasmania Divisions,male,30-34,30,34,"2,357","1,442"
Braddon,Tasmania Divisions,male,35-39,35,39,"2,383","1,425"
Braddon,Tasmania Divisions,male,40-44,40,44,"2,575","1,659"
Braddon,Tasmania Divisions,male,45-49,45,49,"2,985","2,040"
Braddon,Tasmania Divisions,male,50-54,50,54,"3,115","2,316"
Braddon,Tasmania Divisions,male,55-59,55,59,"3,420","2,715"
Braddon,Tasmania Divisions,male,60-64,60,64,"3,159","2,666"
Braddon,Tasmania Divisions,male,65-69,65,69,"3,029","2,680"
Braddon,Tasmania Divisions,male,70-74,70,74,"2,589","2,303"
Braddon,Tasmania Divisions,male,75-79,75,79,"1,789","1,610"
Braddon,Tasmania Divisions,male,80-84,80,84,"1,097",984
Braddon,Tasmania Divisions,male,85+,85,125,824,681
Denison,Tasmania Divisions,female,18-19,18,19,"1,048",890
Denison,Tasmania Divisions,female,20-24,20,24,"3,035","2,397"
Denison,Tasmania Divisions,female,25-29,25,29,"2,996","2,392"
Denison,Tasmania Divisions,female,30-34,30,34,"2,848","2,304"
Denison,Tasmania Divisions,female,35-39,35,39,"2,841","2,338"
Denison,Tasmania Divisions,female,40-44,40,44,"2,896","2,375"
Denison,Tasmania Divisions,female,45-49,45,49,"3,218","2,680"
Denison,Tasmania Divisions,female,50-54,50,54,"3,118","2,704"
Denison,Tasmania Divisions,female,55-59,55,59,"3,449","2,997"
Denison,Tasmania Divisions,female,60-64,60,64,"3,160","2,808"
Denison,Tasmania Divisions,female,65-69,65,69,"2,870","2,603"
Denison,Tasmania Divisions,female,70-74,70,74,"2,349","2,124"
Denison,Tasmania Divisions,female,75-79,75,79,"1,633","1,465"
Denison,Tasmania Divisions,female,80-84,80,84,"1,299","1,131"
Denison,Tasmania Divisions,female,85+,85,125,"1,577","1,240"
Denison,Tasmania Divisions,male,18-19,18,19,877,696
Denison,Tasmania Divisions,male,20-24,20,24,"3,048","2,173"
Denison,Tasmania Divisions,male,25-29,25,29,"3,068","2,160"
Denison,Tasmania Divisions,male,30-34,30,34,"2,945","2,188"
Denison,Tasmania Divisions,male,35-39,35,39,"2,649","2,006"
Denison,Tasmania Divisions,male,40-44,40,44,"2,728","2,081"
Denison,Tasmania Divisions,male,45-49,45,49,"3,097","2,480"
Denison,Tasmania Divisions,male,50-54,50,54,"2,906","2,338"
Denison,Tasmania Divisions,male,55-59,55,59,"3,143","2,605"
Denison,Tasmania Divisions,male,60-64,60,64,"2,918","2,468"
Denison,Tasmania Divisions,male,65-69,65,69,"2,579","2,274"
Denison,Tasmania Divisions,male,70-74,70,74,"2,015","1,789"
Denison,Tasmania Divisions,male,75-79,75,79,"1,454","1,303"
Denison,Tasmania Divisions,male,80-84,80,84,908,821
Denison,Tasmania Divisions,male,85+,85,125,919,777
Franklin,Tasmania Divisions,female,18-19,18,19,"1,003",848
Franklin,Tasmania Divisions,female,20-24,20,24,"2,523","1,977"
Franklin,Tasmania Divisions,female,25-29,25,29,"2,608","2,009"
Franklin,Tasmania Divisions,female,30-34,30,34,"3,067","2,452"
Franklin,Tasmania Divisions,female,35-39,35,39,"3,122","2,516"
Franklin,Tasmania Divisions,female,40-44,40,44,"3,172","2,580"
Franklin,Tasmania Divisions,female,45-49,45,49,"3,571","2,963"
Franklin,Tasmania Divisions,female,50-54,50,54,"3,472","2,952"
Franklin,Tasmania Divisions,female,55-59,55,59,"3,926","3,406"
Franklin,Tasmania Divisions,female,60-64,60,64,"3,691","3,284"
Franklin,Tasmania Divisions,female,65-69,65,69,"3,463","3,143"
Franklin,Tasmania Divisions,female,70-74,70,74,"2,742","2,490"
Franklin,Tasmania Divisions,female,75-79,75,79,"1,979","1,799"
Franklin,Tasmania Divisions,female,80-84,80,84,"1,315","1,141"
Franklin,Tasmania Divisions,female,85+,85,125,"1,402","1,115"
Franklin,Tasmania Divisions,male,18-19,18,19,935,720
Franklin,Tasmania Divisions,male,20-24,20,24,"2,574","1,842"
Franklin,Tasmania Divisions,male,25-29,25,29,"2,537","1,771"
Franklin,Tasmania Divisions,male,30-34,30,34,"2,734","2,037"
Franklin,Tasmania Divisions,male,35-39,35,39,"2,753","2,019"
Franklin,Tasmania Divisions,male,40-44,40,44,"2,917","2,224"
Franklin,Tasmania Divisions,male,45-49,45,49,"3,253","2,527"
Franklin,Tasmania Divisions,male,50-54,50,54,"3,051","2,446"
Franklin,Tasmania Divisions,male,55-59,55,59,"3,532","2,964"
Franklin,Tasmania Divisions,male,60-64,60,64,"3,403","2,969"
Franklin,Tasmania Divisions,male,65-69,65,69,"3,229","2,867"
Franklin,Tasmania Divisions,male,70-74,70,74,"2,585","2,380"
Franklin,Tasmania Divisions,male,75-79,75,79,"1,717","1,567"
Franklin,Tasmania Divisions,male,80-84,80,84,"1,062",954
Franklin,Tasmania Divisions,male,85+,85,125,879,750
Lyons,Tasmania Divisions,female,18-19,18,19,859,695
Lyons,Tasmania Divisions,female,20-24,20,24,"2,455","1,678"
Lyons,Tasmania Divisions,female,25-29,25,29,"2,397","1,632"
Lyons,Tasmania Divisions,female,30-34,30,34,"2,531","1,701"
Lyons,Tasmania Divisions,female,35-39,35,39,"2,566","1,781"
Lyons,Tasmania Divisions,female,40-44,40,44,"2,896","2,149"
Lyons,Tasmania Divisions,female,45-49,45,49,"3,432","2,712"
Lyons,Tasmania Divisions,female,50-54,50,54,"3,618","2,940"
Lyons,Tasmania Divisions,female,55-59,55,59,"4,131","3,499"
Lyons,Tasmania Divisions,female,60-64,60,64,"3,989","3,476"
Lyons,Tasmania Divisions,female,65-69,65,69,"3,792","3,390"
Lyons,Tasmania Divisions,female,70-74,70,74,"2,883","2,562"
Lyons,Tasmania Divisions,female,75-79,75,79,"1,889","1,679"
Lyons,Tasmania Divisions,female,80-84,80,84,"1,102",934
Lyons,Tasmania Divisions,female,85+,85,125,996,794
Lyons,Tasmania Divisions,male,18-19,18,19,786,548
Lyons,Tasmania Divisions,male,20-24,20,24,"2,446","1,549"
Lyons,Tasmania Divisions,male,25-29,25,29,"2,299","1,423"
Lyons,Tasmania Divisions,male,30-34,30,34,"2,309","1,390"
Lyons,Tasmania Divisions,male,35-39,35,39,"2,424","1,508"
Lyons,Tasmania Divisions,male,40-44,40,44,"2,738","1,817"
Lyons,Tasmania Divisions,male,45-49,45,49,"3,263","2,365"
Lyons,Tasmania Divisions,male,50-54,50,54,"3,458","2,638"
Lyons,Tasmania Divisions,male,55-59,55,59,"4,099","3,264"
Lyons,Tasmania Divisions,male,60-64,60,64,"3,973","3,388"
Lyons,Tasmania Divisions,male,65-69,65,69,"4,003","3,490"
Lyons,Tasmania Divisions,male,70-74,70,74,"3,130","2,803"
Lyons,Tasmania Divisions,male,75-79,75,79,"1,897","1,668"
Lyons,Tasmania Divisions,male,80-84,80,84,"1,104",981
Lyons,Tasmania Divisions,male,85+,85,125,722,595
Aston,Victoria Divisions,female,18-19,18,19,"1,395","1,204"
Aston,Victoria Divisions,female,20-24,20,24,"4,396","3,590"
Aston,Victoria Divisions,female,25-29,25,29,"3,921","3,156"
Aston,Victoria Divisions,female,30-34,30,34,"3,593","2,874"
Aston,Victoria Divisions,female,35-39,35,39,"3,809","3,038"
Aston,Victoria Divisions,female,40-44,40,44,"3,910","3,152"
Aston,Victoria Divisions,female,45-49,45,49,"4,513","3,769"
Aston,Victoria Divisions,female,50-54,50,54,"4,447","3,807"
Aston,Victoria Divisions,female,55-59,55,59,"4,523","3,888"
Aston,Victoria Divisions,female,60-64,60,64,"4,016","3,540"
Aston,Victoria Divisions,female,65-69,65,69,"3,454","3,077"
Aston,Victoria Divisions,female,70-74,70,74,"2,567","2,269"
Aston,Victoria Divisions,female,75-79,75,79,"1,919","1,679"
Aston,Victoria Divisions,female,80-84,80,84,"1,279","1,080"
Aston,Victoria Divisions,female,85+,85,125,"1,328","1,022"
Aston,Victoria Divisions,male,18-19,18,19,"1,362","1,072"
Aston,Victoria Divisions,male,20-24,20,24,"4,405","3,225"
Aston,Victoria Divisions,male,25-29,25,29,"3,975","2,864"
Aston,Victoria Divisions,male,30-34,30,34,"3,798","2,760"
Aston,Victoria Divisions,male,35-39,35,39,"3,804","2,776"
Aston,Victoria Divisions,male,40-44,40,44,"3,742","2,818"
Aston,Victoria Divisions,male,45-49,45,49,"4,014","3,114"
Aston,Victoria Divisions,male,50-54,50,54,"4,084","3,266"
Aston,Victoria Divisions,male,55-59,55,59,"4,272","3,533"
Aston,Victoria Divisions,male,60-64,60,64,"3,714","3,202"
Aston,Victoria Divisions,male,65-69,65,69,"3,200","2,821"
Aston,Victoria Divisions,male,70-74,70,74,"2,347","2,088"
Aston,Victoria Divisions,male,75-79,75,79,"1,653","1,486"
Aston,Victoria Divisions,male,80-84,80,84,992,867
Aston,Victoria Divisions,male,85+,85,125,821,669
Ballarat,Victoria Divisions,female,18-19,18,19,"1,565","1,309"
Ballarat,Victoria Divisions,female,20-24,20,24,"4,668","3,575"
Ballarat,Victoria Divisions,female,25-29,25,29,"4,466","3,436"
Ballarat,Victoria Divisions,female,30-34,30,34,"4,412","3,458"
Ballarat,Victoria Divisions,female,35-39,35,39,"4,512","3,584"
Ballarat,Victoria Divisions,female,40-44,40,44,"4,741","3,866"
Ballarat,Victoria Divisions,female,45-49,45,49,"5,247","4,382"
Ballarat,Victoria Divisions,female,50-54,50,54,"4,952","4,250"
Ballarat,Victoria Divisions,female,55-59,55,59,"5,199","4,546"
Ballarat,Victoria Divisions,female,60-64,60,64,"4,823","4,283"
Ballarat,Victoria Divisions,female,65-69,65,69,"4,588","4,161"
Ballarat,Victoria Divisions,female,70-74,70,74,"3,603","3,258"
Ballarat,Victoria Divisions,female,75-79,75,79,"2,405","2,180"
Ballarat,Victoria Divisions,female,80-84,80,84,"1,807","1,587"
Ballarat,Victoria Divisions,female,85+,85,125,"1,969","1,521"
Ballarat,Victoria Divisions,male,18-19,18,19,"1,446","1,139"
Ballarat,Victoria Divisions,male,20-24,20,24,"4,720","3,198"
Ballarat,Victoria Divisions,male,25-29,25,29,"4,543","3,133"
Ballarat,Victoria Divisions,male,30-34,30,34,"4,270","3,097"
Ballarat,Victoria Divisions,male,35-39,35,39,"4,193","3,052"
Ballarat,Victoria Divisions,male,40-44,40,44,"4,437","3,387"
Ballarat,Victoria Divisions,male,45-49,45,49,"4,808","3,737"
Ballarat,Victoria Divisions,male,50-54,50,54,"4,586","3,699"
Ballarat,Victoria Divisions,male,55-59,55,59,"4,799","4,016"
Ballarat,Victoria Divisions,male,60-64,60,64,"4,473","3,915"
Ballarat,Victoria Divisions,male,65-69,65,69,"4,252","3,790"
Ballarat,Victoria Divisions,male,70-74,70,74,"3,243","2,921"
Ballarat,Victoria Divisions,male,75-79,75,79,"2,164","1,954"
Ballarat,Victoria Divisions,male,80-84,80,84,"1,382","1,237"
Ballarat,Victoria Divisions,male,85+,85,125,"1,095",912
Batman,Victoria Divisions,female,18-19,18,19,"1,131",977
Batman,Victoria Divisions,female,20-24,20,24,"4,532","3,876"
Batman,Victoria Divisions,female,25-29,25,29,"5,813","4,988"
Batman,Victoria Divisions,female,30-34,30,34,"6,010","5,169"
Batman,Victoria Divisions,female,35-39,35,39,"5,782","4,972"
Batman,Victoria Divisions,female,40-44,40,44,"5,360","4,613"
Batman,Victoria Divisions,female,45-49,45,49,"5,519","4,749"
Batman,Victoria Divisions,female,50-54,50,54,"4,614","3,987"
Batman,Victoria Divisions,female,55-59,55,59,"4,115","3,627"
Batman,Victoria Divisions,female,60-64,60,64,"3,510","3,114"
Batman,Victoria Divisions,female,65-69,65,69,"2,964","2,634"
Batman,Victoria Divisions,female,70-74,70,74,"2,571","2,249"
Batman,Victoria Divisions,female,75-79,75,79,"2,133","1,823"
Batman,Victoria Divisions,female,80-84,80,84,"1,851","1,525"
Batman,Victoria Divisions,female,85+,85,125,"2,055","1,528"
Batman,Victoria Divisions,male,18-19,18,19,987,797
Batman,Victoria Divisions,male,20-24,20,24,"3,982","3,125"
Batman,Victoria Divisions,male,25-29,25,29,"5,268","4,167"
Batman,Victoria Divisions,male,30-34,30,34,"5,783","4,608"
Batman,Victoria Divisions,male,35-39,35,39,"5,323","4,319"
Batman,Victoria Divisions,male,40-44,40,44,"5,154","4,153"
Batman,Victoria Divisions,male,45-49,45,49,"5,281","4,265"
Batman,Victoria Divisions,male,50-54,50,54,"4,238","3,457"
Batman,Victoria Divisions,male,55-59,55,59,"3,878","3,269"
Batman,Victoria Divisions,male,60-64,60,64,"3,242","2,748"
Batman,Victoria Divisions,male,65-69,65,69,"2,601","2,243"
Batman,Victoria Divisions,male,70-74,70,74,"2,177","1,888"
Batman,Victoria Divisions,male,75-79,75,79,"1,790","1,548"
Batman,Victoria Divisions,male,80-84,80,84,"1,492","1,238"
Batman,Victoria Divisions,male,85+,85,125,"1,343","1,052"
Bendigo,Victoria Divisions,female,18-19,18,19,"1,505","1,256"
Bendigo,Victoria Divisions,female,20-24,20,24,"4,368","3,370"
Bendigo,Victoria Divisions,female,25-29,25,29,"4,188","3,271"
Bendigo,Victoria Divisions,female,30-34,30,34,"4,164","3,306"
Bendigo,Victoria Divisions,female,35-39,35,39,"4,118","3,339"
Bendigo,Victoria Divisions,female,40-44,40,44,"4,542","3,710"
Bendigo,Victoria Divisions,female,45-49,45,49,"4,835","4,119"
Bendigo,Victoria Divisions,female,50-54,50,54,"4,817","4,139"
Bendigo,Victoria Divisions,female,55-59,55,59,"5,206","4,587"
Bendigo,Victoria Divisions,female,60-64,60,64,"4,992","4,480"
Bendigo,Victoria Divisions,female,65-69,65,69,"4,663","4,278"
Bendigo,Victoria Divisions,female,70-74,70,74,"3,674","3,371"
Bendigo,Victoria Divisions,female,75-79,75,79,"2,646","2,414"
Bendigo,Victoria Divisions,female,80-84,80,84,"1,870","1,645"
Bendigo,Victoria Divisions,female,85+,85,125,"2,051","1,606"
Bendigo,Victoria Divisions,male,18-19,18,19,"1,367","1,072"
Bendigo,Victoria Divisions,male,20-24,20,24,"4,278","2,946"
Bendigo,Victoria Divisions,male,25-29,25,29,"4,099","2,803"
Bendigo,Victoria Divisions,male,30-34,30,34,"3,929","2,827"
Bendigo,Victoria Divisions,male,35-39,35,39,"3,851","2,833"
Bendigo,Victoria Divisions,male,40-44,40,44,"4,129","3,131"
Bendigo,Victoria Divisions,male,45-49,45,49,"4,534","3,577"
Bendigo,Victoria Divisions,male,50-54,50,54,"4,454","3,661"
Bendigo,Victoria Divisions,male,55-59,55,59,"4,808","4,091"
Bendigo,Victoria Divisions,male,60-64,60,64,"4,598","4,018"
Bendigo,Victoria Divisions,male,65-69,65,69,"4,421","3,979"
Bendigo,Victoria Divisions,male,70-74,70,74,"3,546","3,216"
Bendigo,Victoria Divisions,male,75-79,75,79,"2,407","2,188"
Bendigo,Victoria Divisions,male,80-84,80,84,"1,576","1,425"
Bendigo,Victoria Divisions,male,85+,85,125,"1,312","1,103"
Bruce,Victoria Divisions,female,18-19,18,19,"1,163",922
Bruce,Victoria Divisions,female,20-24,20,24,"3,582","2,719"
Bruce,Victoria Divisions,female,25-29,25,29,"3,287","2,412"
Bruce,Victoria Divisions,female,30-34,30,34,"3,301","2,320"
Bruce,Victoria Divisions,female,35-39,35,39,"3,383","2,461"
Bruce,Victoria Divisions,female,40-44,40,44,"3,651","2,743"
Bruce,Victoria Divisions,female,45-49,45,49,"4,085","3,182"
Bruce,Victoria Divisions,female,50-54,50,54,"3,962","3,190"
Bruce,Victoria Divisions,female,55-59,55,59,"4,018","3,321"
Bruce,Victoria Divisions,female,60-64,60,64,"3,754","3,168"
Bruce,Victoria Divisions,female,65-69,65,69,"3,756","3,252"
Bruce,Victoria Divisions,female,70-74,70,74,"3,292","2,888"
Bruce,Victoria Divisions,female,75-79,75,79,"2,664","2,328"
Bruce,Victoria Divisions,female,80-84,80,84,"1,880","1,567"
Bruce,Victoria Divisions,female,85+,85,125,"1,929","1,497"
Bruce,Victoria Divisions,male,18-19,18,19,"1,164",892
Bruce,Victoria Divisions,male,20-24,20,24,"4,037","2,842"
Bruce,Victoria Divisions,male,25-29,25,29,"3,842","2,587"
Bruce,Victoria Divisions,male,30-34,30,34,"3,771","2,388"
Bruce,Victoria Divisions,male,35-39,35,39,"3,774","2,509"
Bruce,Victoria Divisions,male,40-44,40,44,"3,789","2,658"
Bruce,Victoria Divisions,male,45-49,45,49,"3,999","2,963"
Bruce,Victoria Divisions,male,50-54,50,54,"3,870","3,001"
Bruce,Victoria Divisions,male,55-59,55,59,"3,829","3,031"
Bruce,Victoria Divisions,male,60-64,60,64,"3,508","2,883"
Bruce,Victoria Divisions,male,65-69,65,69,"3,230","2,725"
Bruce,Victoria Divisions,male,70-74,70,74,"3,031","2,636"
Bruce,Victoria Divisions,male,75-79,75,79,"2,462","2,192"
Bruce,Victoria Divisions,male,80-84,80,84,"1,624","1,398"
Bruce,Victoria Divisions,male,85+,85,125,"1,274","1,064"
Calwell,Victoria Divisions,female,18-19,18,19,"1,708","1,390"
Calwell,Victoria Divisions,female,20-24,20,24,"5,441","4,300"
Calwell,Victoria Divisions,female,25-29,25,29,"4,933","3,713"
Calwell,Victoria Divisions,female,30-34,30,34,"4,774","3,546"
Calwell,Victoria Divisions,female,35-39,35,39,"4,578","3,445"
Calwell,Victoria Divisions,female,40-44,40,44,"4,627","3,609"
Calwell,Victoria Divisions,female,45-49,45,49,"5,505","4,403"
Calwell,Victoria Divisions,female,50-54,50,54,"5,513","4,544"
Calwell,Victoria Divisions,female,55-59,55,59,"5,038","4,278"
Calwell,Victoria Divisions,female,60-64,60,64,"4,120","3,536"
Calwell,Victoria Divisions,female,65-69,65,69,"3,575","3,055"
Calwell,Victoria Divisions,female,70-74,70,74,"2,623","2,276"
Calwell,Victoria Divisions,female,75-79,75,79,"1,730","1,442"
Calwell,Victoria Divisions,female,80-84,80,84,"1,175",960
Calwell,Victoria Divisions,female,85+,85,125,986,717
Calwell,Victoria Divisions,male,18-19,18,19,"1,609","1,247"
Calwell,Victoria Divisions,male,20-24,20,24,"5,515","4,081"
Calwell,Victoria Divisions,male,25-29,25,29,"5,150","3,708"
Calwell,Victoria Divisions,male,30-34,30,34,"4,826","3,349"
Calwell,Victoria Divisions,male,35-39,35,39,"4,444","3,150"
Calwell,Victoria Divisions,male,40-44,40,44,"4,452","3,220"
Calwell,Victoria Divisions,male,45-49,45,49,"5,086","3,895"
Calwell,Victoria Divisions,male,50-54,50,54,"5,238","4,163"
Calwell,Victoria Divisions,male,55-59,55,59,"4,868","3,998"
Calwell,Victoria Divisions,male,60-64,60,64,"4,102","3,462"
Calwell,Victoria Divisions,male,65-69,65,69,"3,275","2,818"
Calwell,Victoria Divisions,male,70-74,70,74,"2,737","2,361"
Calwell,Victoria Divisions,male,75-79,75,79,"1,730","1,478"
Calwell,Victoria Divisions,male,80-84,80,84,"1,010",858
Calwell,Victoria Divisions,male,85+,85,125,694,556
Casey,Victoria Divisions,female,18-19,18,19,"1,437","1,259"
Casey,Victoria Divisions,female,20-24,20,24,"4,195","3,444"
Casey,Victoria Divisions,female,25-29,25,29,"4,388","3,668"
Casey,Victoria Divisions,female,30-34,30,34,"4,576","3,770"
Casey,Victoria Divisions,female,35-39,35,39,"4,196","3,509"
Casey,Victoria Divisions,female,40-44,40,44,"4,390","3,688"
Casey,Victoria Divisions,female,45-49,45,49,"4,969","4,249"
Casey,Victoria Divisions,female,50-54,50,54,"4,725","4,147"
Casey,Victoria Divisions,female,55-59,55,59,"4,690","4,131"
Casey,Victoria Divisions,female,60-64,60,64,"4,311","3,862"
Casey,Victoria Divisions,female,65-69,65,69,"3,994","3,656"
